image_id,bbox_count,source,stratify_group,fold
52adef115,8,arvalis_3,arvalis_3_0,2
52c1231da,72,ethz_1,ethz_1_4,2
52c457b5d,34,arvalis_1,arvalis_1_2,2
52e879ea3,39,arvalis_3,arvalis_3_2,4
53099e7e0,38,arvalis_1,arvalis_1_2,0
530a756df,31,arvalis_1,arvalis_1_2,0
531acb360,31,usask_1,usask_1_2,3
5343c02b0,29,usask_1,usask_1_1,1
5366196ef,48,arvalis_1,arvalis_1_3,3
536ef8d03,21,inrae_1,inrae_1_1,2
537395836,65,ethz_1,ethz_1_4,2
539eab290,57,ethz_1,ethz_1_3,2
539ee1a56,56,rres_1,rres_1_3,1
53c5fcf4c,8,arvalis_3,arvalis_3_0,0
53d0a8b5a,65,arvalis_1,arvalis_1_4,0
540b11d4a,35,rres_1,rres_1_2,0
54668a040,28,arvalis_1,arvalis_1_1,1
546a0e9fc,85,arvalis_1,arvalis_1_5,3
5498d5aae,46,rres_1,rres_1_3,3
54c4ea343,66,ethz_1,ethz_1_4,0
551902572,48,arvalis_1,arvalis_1_3,3
5530bd2c3,33,arvalis_1,arvalis_1_2,1
5559af3a9,56,rres_1,rres_1_3,0
555f4fc58,22,arvalis_2,arvalis_2_1,2
556c18af4,22,usask_1,usask_1_1,1
557d15524,43,ethz_1,ethz_1_2,0
55aecc5b4,65,ethz_1,ethz_1_4,0
55deda461,34,arvalis_1,arvalis_1_2,4
56105ed87,47,rres_1,rres_1_3,2
564832c17,29,arvalis_3,arvalis_3_1,4
566c90045,67,rres_1,rres_1_4,2
569ea0f59,65,arvalis_1,arvalis_1_4,3
56ace8298,46,arvalis_1,arvalis_1_3,1
56c1bc7f0,34,rres_1,rres_1_2,3
56c449fcd,55,ethz_1,ethz_1_3,2
56cb8b67d,27,usask_1,usask_1_1,4
56d56e9e8,82,ethz_1,ethz_1_5,1
56d818688,47,arvalis_1,arvalis_1_3,0
56f169f38,6,arvalis_3,arvalis_3_0,0
56f7dc978,50,arvalis_3,arvalis_3_3,4
56fd2d9c7,45,rres_1,rres_1_3,0
56fe78aae,20,inrae_1,inrae_1_1,3
570ca24af,47,arvalis_1,arvalis_1_3,0
57284abbb,63,arvalis_1,arvalis_1_4,2
572a469e9,40,usask_1,usask_1_2,3
5738fcf14,32,usask_1,usask_1_2,0
57393e4e9,15,usask_1,usask_1_1,0
57570effa,54,arvalis_1,arvalis_1_3,4
57587eaf7,65,arvalis_3,arvalis_3_4,3
5758d6571,33,arvalis_1,arvalis_1_2,2
5780f8065,68,ethz_1,ethz_1_4,1
5792ad7e6,48,arvalis_1,arvalis_1_3,4
57956c488,49,arvalis_1,arvalis_1_3,0
57a0bb1bd,76,ethz_1,ethz_1_5,1
57a45fde6,37,arvalis_1,arvalis_1_2,0
57a6b42c8,38,arvalis_3,arvalis_3_2,4
57ae1baf6,36,rres_1,rres_1_2,4
57c1475d8,41,arvalis_3,arvalis_3_2,3
57c9b9982,26,arvalis_3,arvalis_3_1,0
57e21a852,50,ethz_1,ethz_1_3,1
582bcd162,14,arvalis_3,arvalis_3_0,3
5834f6ee5,37,arvalis_3,arvalis_3_2,1
5855982d5,56,arvalis_3,arvalis_3_3,4
586607520,51,ethz_1,ethz_1_3,3
586a28040,25,usask_1,usask_1_1,1
58ac1a399,33,arvalis_1,arvalis_1_2,1
58adb478f,30,usask_1,usask_1_2,2
58b3d8b22,63,ethz_1,ethz_1_4,0
58bea1a2d,45,arvalis_1,arvalis_1_3,4
58c193340,68,ethz_1,ethz_1_4,1
58c6beb2d,22,arvalis_2,arvalis_2_1,0
58ce0381b,34,arvalis_1,arvalis_1_2,2
58cef5c6c,36,arvalis_1,arvalis_1_2,4
595709e55,29,inrae_1,inrae_1_1,4
595a30abe,56,arvalis_1,arvalis_1_3,0
59664f9a2,72,arvalis_1,arvalis_1_4,2
598cea123,41,arvalis_1,arvalis_1_2,2
598e8cea3,82,ethz_1,ethz_1_5,1
59ab1cdd7,55,rres_1,rres_1_3,2
59ad70280,19,arvalis_2,arvalis_2_1,1
59ade64e1,24,arvalis_2,arvalis_2_1,2
59afb9acf,57,ethz_1,ethz_1_3,1
59bb76698,57,ethz_1,ethz_1_3,0
59d43a53f,21,arvalis_3,arvalis_3_1,0
59d49ab38,18,arvalis_3,arvalis_3_1,0
59dbb2e28,50,arvalis_1,arvalis_1_3,3
59e521267,80,ethz_1,ethz_1_5,1
59e8168c0,41,arvalis_1,arvalis_1_2,0
5a0db55d8,38,usask_1,usask_1_2,2
5a0e2133c,30,arvalis_1,arvalis_1_2,4
5a155e612,34,usask_1,usask_1_2,1
5a28cf3a1,27,rres_1,rres_1_1,0
5a3e0c6b5,18,inrae_1,inrae_1_1,0
5a4432266,63,rres_1,rres_1_4,4
5a5631a48,58,rres_1,rres_1_3,2
5a5fff341,38,arvalis_1,arvalis_1_2,2
5a61c3e15,69,arvalis_1,arvalis_1_4,1
5a76259a0,52,arvalis_3,arvalis_3_3,2
5a77d4b5d,14,arvalis_2,arvalis_2_0,1
5a8f53092,57,ethz_1,ethz_1_3,2
5a986886b,38,arvalis_1,arvalis_1_2,1
5a9a55ae5,42,arvalis_1,arvalis_1_2,2
5a9be233e,34,usask_1,usask_1_2,3
5aa3b67b7,79,ethz_1,ethz_1_5,1
5aaf5b11f,10,arvalis_3,arvalis_3_0,3
5ab074c28,35,arvalis_1,arvalis_1_2,3
5ac7c8105,38,arvalis_1,arvalis_1_2,2
5adddbf87,51,ethz_1,ethz_1_3,0
5afdeef16,65,ethz_1,ethz_1_4,4
5b032a98f,33,arvalis_1,arvalis_1_2,2
5b13b8160,44,arvalis_1,arvalis_1_2,0
5b36bb79a,5,arvalis_3,arvalis_3_0,0
5b3ca5452,26,arvalis_1,arvalis_1_1,1
5b558a4c7,78,ethz_1,ethz_1_5,2
5ba57fd72,63,ethz_1,ethz_1_4,1
5baa23af0,50,rres_1,rres_1_3,2
5bf2f5f74,45,arvalis_1,arvalis_1_3,4
5c2312362,57,ethz_1,ethz_1_3,4
5c2e16f27,44,rres_1,rres_1_2,3
5c347dff7,9,arvalis_3,arvalis_3_0,2
5c6197826,40,rres_1,rres_1_2,2
5c64b986e,55,arvalis_3,arvalis_3_3,1
5c6bcf243,31,arvalis_1,arvalis_1_2,0
5c85e9eb3,41,arvalis_1,arvalis_1_2,3
5c87c1bdd,34,arvalis_1,arvalis_1_2,0
5c87e3fc3,63,arvalis_3,arvalis_3_4,2
5ca83de08,42,arvalis_1,arvalis_1_2,0
5ccb447e6,41,arvalis_1,arvalis_1_2,1
5ccbf7419,42,arvalis_1,arvalis_1_2,0
5cda6a08c,54,arvalis_1,arvalis_1_3,1
5d31186c4,65,rres_1,rres_1_4,3
5d3b4d154,82,ethz_1,ethz_1_5,0
5d41661cc,2,arvalis_3,arvalis_3_0,0
5d6935f10,58,ethz_1,ethz_1_3,4
5d6ce1c78,47,arvalis_1,arvalis_1_3,2
5d6d64e39,49,arvalis_1,arvalis_1_3,4
5d73dfef2,13,inrae_1,inrae_1_0,2
5dc28374a,69,ethz_1,ethz_1_4,1
5dcae81a5,11,arvalis_3,arvalis_3_0,4
5dcd02a5e,70,arvalis_1,arvalis_1_4,0
5de7e4f98,38,usask_1,usask_1_2,3
5df7b74dd,81,arvalis_1,arvalis_1_5,0
5e0747034,19,arvalis_2,arvalis_2_1,1
5e0a7fb4d,20,usask_1,usask_1_1,2
5e182e37e,36,arvalis_3,arvalis_3_2,0
5e30f8f4d,48,rres_1,rres_1_3,1
5e6a9d355,13,inrae_1,inrae_1_0,1
5e7aab7a2,25,inrae_1,inrae_1_1,4
5e9cd13e4,21,arvalis_2,arvalis_2_1,4
5ea4aa57a,30,arvalis_1,arvalis_1_2,1
5ec31deb1,17,arvalis_3,arvalis_3_1,3
5ef03457c,54,ethz_1,ethz_1_3,1
5f0b34ad6,31,usask_1,usask_1_2,4
5f27c9778,64,arvalis_1,arvalis_1_4,4
5f3d068f1,50,arvalis_1,arvalis_1_3,2
5f5181592,20,arvalis_3,arvalis_3_1,2
5f6877758,77,ethz_1,ethz_1_5,1
5f76c9a35,68,ethz_1,ethz_1_4,2
5f8ec0456,58,ethz_1,ethz_1_3,4
5f9151e33,18,arvalis_2,arvalis_2_1,0
5f9cfe156,56,arvalis_1,arvalis_1_3,4
5fab819b3,65,ethz_1,ethz_1_4,3
5fabe93b1,23,rres_1,rres_1_1,2
5fb074443,41,arvalis_3,arvalis_3_2,2
5fdc74081,14,inrae_1,inrae_1_0,0
60044b7cb,53,arvalis_1,arvalis_1_3,3
602e4b162,56,arvalis_1,arvalis_1_3,2
60870e668,60,ethz_1,ethz_1_4,0
60913f4db,20,arvalis_2,arvalis_2_1,2
609c993a9,24,arvalis_1,arvalis_1_1,3
60b440046,89,ethz_1,ethz_1_5,4
60cb22568,60,arvalis_1,arvalis_1_4,4
60fcdcd44,51,arvalis_3,arvalis_3_3,1
6106eefbc,56,arvalis_3,arvalis_3_3,1
610d45d1e,55,ethz_1,ethz_1_3,0
612b21960,61,ethz_1,ethz_1_4,1
613df3c8e,52,arvalis_1,arvalis_1_3,1
614640a0b,24,inrae_1,inrae_1_1,2
614b1d8c5,75,ethz_1,ethz_1_5,2
6188edac2,27,arvalis_3,arvalis_3_1,4
618e1cac0,46,arvalis_1,arvalis_1_3,0
619aff026,30,arvalis_1,arvalis_1_2,4
619cb231d,10,arvalis_3,arvalis_3_0,3
61a658026,25,inrae_1,inrae_1_1,3
61bcac952,45,arvalis_1,arvalis_1_3,3
61dcbea57,77,ethz_1,ethz_1_5,0
61ff5cdc2,20,arvalis_1,arvalis_1_1,3
6202ea12d,40,usask_1,usask_1_2,2
620d8294a,25,arvalis_2,arvalis_2_1,4
620e2aee4,25,inrae_1,inrae_1_1,3
6231cf54f,53,arvalis_1,arvalis_1_3,1
623f804bb,50,arvalis_1,arvalis_1_3,4
6244395ed,65,ethz_1,ethz_1_4,3
6246a382c,29,arvalis_3,arvalis_3_1,1
625311180,45,arvalis_3,arvalis_3_3,2
625c80346,21,arvalis_1,arvalis_1_1,4
625fca045,75,ethz_1,ethz_1_5,0
6284044ed,30,arvalis_1,arvalis_1_2,1
6298999e6,28,arvalis_1,arvalis_1_1,2
62be58f7d,58,ethz_1,ethz_1_3,3
62ec8d906,44,arvalis_1,arvalis_1_2,1
630b12b1a,32,rres_1,rres_1_2,0
633807391,13,arvalis_3,arvalis_3_0,0
63467d323,56,rres_1,rres_1_3,1
635f4a7ae,13,inrae_1,inrae_1_0,0
636069d07,16,arvalis_3,arvalis_3_1,2
63a5a0d29,87,ethz_1,ethz_1_5,0
63c207ea9,53,ethz_1,ethz_1_3,0
63c4e8cda,48,arvalis_1,arvalis_1_3,1
63c658201,55,arvalis_1,arvalis_1_3,2
63f63c857,52,arvalis_3,arvalis_3_3,2
63fe1ddab,56,ethz_1,ethz_1_3,4
6434a5bc8,15,arvalis_2,arvalis_2_1,2
643778d09,64,arvalis_3,arvalis_3_4,4
644eff133,78,ethz_1,ethz_1_5,4
647cf0c68,36,arvalis_1,arvalis_1_2,0
649ba7df7,15,arvalis_3,arvalis_3_1,3
64a883d10,74,ethz_1,ethz_1_4,3
64aff66ec,21,arvalis_3,arvalis_3_1,1
64b352e9a,34,arvalis_1,arvalis_1_2,1
64c39c542,72,ethz_1,ethz_1_4,4
64ee2e175,53,arvalis_3,arvalis_3_3,0
652903094,35,arvalis_1,arvalis_1_2,1
654a741f5,66,rres_1,rres_1_4,1
655532cc7,74,ethz_1,ethz_1_4,1
655c1ffdd,33,arvalis_1,arvalis_1_2,2
655ef2d6b,14,arvalis_2,arvalis_2_0,0
657f6bf98,43,rres_1,rres_1_2,3
65cb7e88b,57,arvalis_1,arvalis_1_3,0
65d6480b2,26,usask_1,usask_1_1,3
65f13d74f,8,arvalis_3,arvalis_3_0,4
65f5afe35,28,arvalis_1,arvalis_1_1,4
6639b23df,75,ethz_1,ethz_1_5,2
6651c6f2f,63,ethz_1,ethz_1_4,2
666ca30b3,37,arvalis_1,arvalis_1_2,4
666e0a853,61,arvalis_1,arvalis_1_4,3
667b4a999,11,arvalis_2,arvalis_2_0,0
668149d6b,22,inrae_1,inrae_1_1,0
66adaf07a,36,arvalis_1,arvalis_1_2,2
66c96dce0,15,arvalis_2,arvalis_2_1,2
66d517e44,35,arvalis_1,arvalis_1_2,1
66d91891d,42,rres_1,rres_1_2,0
66ee3048c,49,rres_1,rres_1_3,3
671fb8771,38,arvalis_1,arvalis_1_2,1
673b64e17,41,arvalis_1,arvalis_1_2,2
677da7510,35,arvalis_1,arvalis_1_2,3
678011fc2,33,arvalis_1,arvalis_1_2,0
67a70d2d7,26,inrae_1,inrae_1_1,1
67bc08594,25,inrae_1,inrae_1_1,2
67e5c5d41,52,ethz_1,ethz_1_3,4
67e82d536,78,ethz_1,ethz_1_5,3
6811a6ee9,63,arvalis_1,arvalis_1_4,2
681baf2e2,79,ethz_1,ethz_1_5,2
682f78993,61,arvalis_1,arvalis_1_4,4
684a2c62a,35,usask_1,usask_1_2,2
684dfcf04,72,ethz_1,ethz_1_4,1
68561559e,25,arvalis_3,arvalis_3_1,1
687972820,54,rres_1,rres_1_3,3
688e051dc,15,arvalis_3,arvalis_3_1,4
6895c563e,48,rres_1,rres_1_3,1
68b603861,65,ethz_1,ethz_1_4,3
68fa4a555,23,arvalis_1,arvalis_1_1,2
68fedffd4,19,usask_1,usask_1_1,4
6902bbaf2,67,ethz_1,ethz_1_4,3
69041dcff,71,ethz_1,ethz_1_4,2
690c7d8f0,96,ethz_1,ethz_1_6,3
692570572,77,ethz_1,ethz_1_5,2
69286a6cc,55,rres_1,rres_1_3,3
6939a6e17,44,arvalis_1,arvalis_1_2,1
69595016d,28,arvalis_1,arvalis_1_1,4
695ae4a12,40,usask_1,usask_1_2,3
695cd49dd,34,rres_1,rres_1_2,1
696530284,51,rres_1,rres_1_3,0
69662aa1c,13,arvalis_3,arvalis_3_0,1
69809f5c0,30,arvalis_1,arvalis_1_2,3
69855d3de,19,usask_1,usask_1_1,4
69913c545,80,arvalis_1,arvalis_1_5,4
6994e1821,44,rres_1,rres_1_2,1
699810258,56,ethz_1,ethz_1_3,1
69a211ccf,18,rres_1,rres_1_1,3
69b3074c4,68,ethz_1,ethz_1_4,3
69c5b6df3,43,arvalis_1,arvalis_1_2,2
69d37b0ba,31,arvalis_1,arvalis_1_2,2
69e509038,56,rres_1,rres_1_3,3
69f565b5a,40,arvalis_1,arvalis_1_2,1
69fc3d3ff,16,usask_1,usask_1_1,2
6a0e4e8cf,50,rres_1,rres_1_3,1
6a1ad8811,49,ethz_1,ethz_1_3,1
6a2eac670,28,usask_1,usask_1_1,1
6a4d4d9bd,57,arvalis_1,arvalis_1_3,0
6a614e72e,22,arvalis_2,arvalis_2_1,2
6a62af644,1,arvalis_3,arvalis_3_0,2
6a739d41b,40,usask_1,usask_1_2,2
6a7cbd408,34,rres_1,rres_1_2,1
6a82e6e98,80,ethz_1,ethz_1_5,1
6a8522f06,17,arvalis_3,arvalis_3_1,4
6a888dbcf,41,arvalis_1,arvalis_1_2,2
6a8a08409,34,rres_1,rres_1_2,3
6a9534cf5,39,arvalis_1,arvalis_1_2,4
6a9c581d2,22,inrae_1,inrae_1_1,2
6ab50eedf,62,ethz_1,ethz_1_4,4
6ac5ecca6,78,ethz_1,ethz_1_5,1
6af5a0a2b,41,arvalis_1,arvalis_1_2,4
6b055e6cc,22,inrae_1,inrae_1_1,0
6b0b7bbd9,45,arvalis_1,arvalis_1_3,0
6b2a591e8,32,arvalis_1,arvalis_1_2,1
6b2a72b4f,43,arvalis_1,arvalis_1_2,3
6b4169a72,39,rres_1,rres_1_2,1
6b51ff205,29,arvalis_3,arvalis_3_1,1
6b62a043a,37,rres_1,rres_1_2,0
6b62d8c94,8,inrae_1,inrae_1_0,2
6b8416819,59,rres_1,rres_1_3,4
6b95f62ec,75,ethz_1,ethz_1_5,1
6bb270e8d,36,arvalis_1,arvalis_1_2,3
6bc82b5c6,68,ethz_1,ethz_1_4,0
6bd3f949d,59,rres_1,rres_1_3,2
6bfbcee57,70,ethz_1,ethz_1_4,1
6c071b9da,31,rres_1,rres_1_2,0
6c1af9100,22,usask_1,usask_1_1,1
6c291229f,54,arvalis_1,arvalis_1_3,2
6c31301ae,44,rres_1,rres_1_2,1
6c583e722,31,arvalis_1,arvalis_1_2,2
6c66bb62d,69,ethz_1,ethz_1_4,4
6c7a6f8b8,61,ethz_1,ethz_1_4,3
6c9cf179f,49,arvalis_1,arvalis_1_3,1
6ca0ef373,77,ethz_1,ethz_1_5,0
6ca4eaf5b,25,inrae_1,inrae_1_1,0
6ce97e05f,24,inrae_1,inrae_1_1,1
6cecd54f5,20,arvalis_2,arvalis_2_1,0
6d16eb82c,6,arvalis_3,arvalis_3_0,3
6d1879f19,33,usask_1,usask_1_2,2
6d1c9f629,38,arvalis_1,arvalis_1_2,0
6d1ff0f34,29,rres_1,rres_1_1,2
6d262fcb8,12,arvalis_3,arvalis_3_0,2
6d27a58b7,12,arvalis_3,arvalis_3_0,1
6d34eb3b2,26,arvalis_1,arvalis_1_1,2
6d5e056b2,50,arvalis_1,arvalis_1_3,0
6d9127129,22,usask_1,usask_1_1,4
6d993d18d,49,rres_1,rres_1_3,0
6db264b94,36,arvalis_1,arvalis_1_2,0
6dbd83602,14,inrae_1,inrae_1_0,4
6dd6c4960,37,arvalis_1,arvalis_1_2,4
6de6b5347,45,arvalis_1,arvalis_1_3,4
6df093d5e,56,arvalis_3,arvalis_3_3,3
6df511e97,45,arvalis_1,arvalis_1_3,3
6dfeb6f7a,63,ethz_1,ethz_1_4,2
6e07bfe69,30,arvalis_1,arvalis_1_2,1
6e3da4ae3,47,arvalis_1,arvalis_1_3,1
6e43d71ec,22,arvalis_2,arvalis_2_1,2
6e58d4ea0,60,arvalis_3,arvalis_3_4,4
6e69bf773,57,rres_1,rres_1_3,1
6e6f7dd89,38,arvalis_1,arvalis_1_2,0
6e7c6ce51,40,arvalis_3,arvalis_3_2,2
6e8842770,59,rres_1,rres_1_3,2
6ea32891e,62,rres_1,rres_1_4,1
6ea7c07f2,65,ethz_1,ethz_1_4,4
6ef6fc905,77,ethz_1,ethz_1_5,1
6ef909f8f,19,arvalis_2,arvalis_2_1,2
6efc51980,55,rres_1,rres_1_3,3
6f01adf08,34,arvalis_1,arvalis_1_2,3
6f0b47178,55,ethz_1,ethz_1_3,0
6f10a6f8f,39,arvalis_1,arvalis_1_2,2
6f119c82d,26,arvalis_3,arvalis_3_1,4
6f1e9046d,70,ethz_1,ethz_1_4,0
6f24b1bab,32,arvalis_1,arvalis_1_2,2
6f4d09643,65,arvalis_1,arvalis_1_4,1
6f9bcd471,42,rres_1,rres_1_2,0
6fb67942f,10,arvalis_3,arvalis_3_0,4
70083c73e,71,ethz_1,ethz_1_4,2
701c2e3e9,25,arvalis_1,arvalis_1_1,0
701fdbf87,52,arvalis_1,arvalis_1_3,2
702385560,47,arvalis_1,arvalis_1_3,4
70282d0fc,35,arvalis_1,arvalis_1_2,1
70581f4f9,18,arvalis_3,arvalis_3_1,0
708553a80,3,arvalis_3,arvalis_3_0,3
7087bc3b2,70,ethz_1,ethz_1_4,3
7099cf18a,26,usask_1,usask_1_1,4
70aff3f9e,67,ethz_1,ethz_1_4,1
70b617a5e,29,arvalis_3,arvalis_3_1,3
70b693efe,60,arvalis_1,arvalis_1_4,0
70bc24fa2,38,rres_1,rres_1_2,3
70cfaefe9,44,arvalis_1,arvalis_1_2,0
70d39ea64,53,arvalis_3,arvalis_3_3,1
70dd6f08f,52,arvalis_1,arvalis_1_3,1
713c56d36,18,usask_1,usask_1_1,3
718b1c7b8,46,arvalis_1,arvalis_1_3,4
71b460a14,41,usask_1,usask_1_2,1
71bd00b15,22,arvalis_1,arvalis_1_1,1
71d2a4b3c,27,arvalis_2,arvalis_2_1,4
71fd03d51,30,usask_1,usask_1_2,1
7220f6fa6,71,ethz_1,ethz_1_4,1
7227652d3,57,rres_1,rres_1_3,1
722b46d6b,57,ethz_1,ethz_1_3,1
723068e09,50,arvalis_3,arvalis_3_3,3
7252dabad,19,arvalis_2,arvalis_2_1,2
7257fdd84,28,arvalis_1,arvalis_1_1,1
725c243a7,30,arvalis_1,arvalis_1_2,3
7264c58b9,70,ethz_1,ethz_1_4,3
726539191,42,arvalis_1,arvalis_1_2,2
72bb74284,12,inrae_1,inrae_1_0,1
72c3714bc,30,arvalis_2,arvalis_2_2,4
72d4c6b3e,50,arvalis_1,arvalis_1_3,2
72f2eca3a,43,arvalis_1,arvalis_1_2,4
72f8aaa4f,25,arvalis_3,arvalis_3_1,1
72fa543d6,55,rres_1,rres_1_3,3
731334e31,34,arvalis_1,arvalis_1_2,3
7347e16e8,50,arvalis_1,arvalis_1_3,4
737f28df2,50,rres_1,rres_1_3,3
7399292ea,43,arvalis_1,arvalis_1_2,2
73c28bef8,62,ethz_1,ethz_1_4,2
73dbabe1f,36,arvalis_1,arvalis_1_2,2
73ebcf532,26,inrae_1,inrae_1_1,2
73ebe3acc,77,ethz_1,ethz_1_5,0
73ec26fe8,63,ethz_1,ethz_1_4,4
73ed111df,60,rres_1,rres_1_4,4
73ed5eb37,70,ethz_1,ethz_1_4,1
74068babf,65,ethz_1,ethz_1_4,2
740d3c904,11,arvalis_2,arvalis_2_0,3
744856d95,50,arvalis_1,arvalis_1_3,4
744ea960b,36,arvalis_1,arvalis_1_2,2
74aa7fe9d,54,arvalis_1,arvalis_1_3,4
74d747bcf,19,arvalis_3,arvalis_3_1,3
74f88a07b,61,ethz_1,ethz_1_4,2
74feae99f,4,arvalis_3,arvalis_3_0,3
75132304c,34,arvalis_1,arvalis_1_2,2
752ae9486,42,arvalis_1,arvalis_1_2,0
7538c9a97,23,arvalis_1,arvalis_1_1,0
755becfe1,85,ethz_1,ethz_1_5,1
75735abbc,59,arvalis_1,arvalis_1_3,3
75791012a,38,arvalis_1,arvalis_1_2,3
75d62c43e,13,arvalis_3,arvalis_3_0,1
762743596,43,arvalis_1,arvalis_1_2,3
763327404,22,arvalis_3,arvalis_3_1,0
764c88483,31,arvalis_1,arvalis_1_2,1
76595919e,1,arvalis_3,arvalis_3_0,2
765f1b36a,36,rres_1,rres_1_2,4
767e515ec,88,ethz_1,ethz_1_5,0
768a74e08,66,arvalis_1,arvalis_1_4,1
768b0256e,25,arvalis_1,arvalis_1_1,1
769309456,21,arvalis_3,arvalis_3_1,3
769847044,67,ethz_1,ethz_1_4,3
76b0b1204,16,arvalis_2,arvalis_2_1,1
76bd18142,23,arvalis_1,arvalis_1_1,2
76be097e9,77,ethz_1,ethz_1_5,0
76e56c0b1,31,arvalis_1,arvalis_1_2,2
76f679a5c,49,arvalis_1,arvalis_1_3,3
7718ea4e9,44,arvalis_1,arvalis_1_2,4
77222a135,54,arvalis_3,arvalis_3_3,4
772287113,55,rres_1,rres_1_3,3
7727e3256,13,arvalis_3,arvalis_3_0,3
7727eeebc,32,usask_1,usask_1_2,1
772be0d11,47,arvalis_1,arvalis_1_3,2
77311ad58,75,ethz_1,ethz_1_5,4
773a616f7,66,ethz_1,ethz_1_4,1
773bf9022,63,arvalis_3,arvalis_3_4,4
773c33268,43,rres_1,rres_1_2,3
7767b2fe0,42,arvalis_3,arvalis_3_2,2
77683d1a4,33,arvalis_1,arvalis_1_2,4
777fa71f7,52,arvalis_3,arvalis_3_3,4
77d1a2316,73,arvalis_1,arvalis_1_4,2
77d1f3c18,63,ethz_1,ethz_1_4,4
77f6e7caf,64,ethz_1,ethz_1_4,4
7803a8211,55,usask_1,usask_1_3,1
7820f5412,22,arvalis_2,arvalis_2_1,2
7826a88b5,49,arvalis_3,arvalis_3_3,4
783a00fe3,13,arvalis_3,arvalis_3_0,4
785755a9c,42,arvalis_1,arvalis_1_2,4
78746472c,54,ethz_1,ethz_1_3,3
78752f185,60,arvalis_3,arvalis_3_4,4
787d3091c,48,rres_1,rres_1_3,3
789511da9,49,arvalis_1,arvalis_1_3,3
78b0bf2ec,29,arvalis_1,arvalis_1_1,4
78b1ea0d6,41,arvalis_1,arvalis_1_2,3
78cf5b3fd,55,ethz_1,ethz_1_3,1
78edb3987,15,usask_1,usask_1_1,0
7939edac8,50,arvalis_1,arvalis_1_3,1
793ef2974,34,arvalis_1,arvalis_1_2,2
7969968d8,32,arvalis_1,arvalis_1_2,1
797dd3e01,61,rres_1,rres_1_4,2
798a261f0,12,usask_1,usask_1_0,4
79964dffd,41,arvalis_1,arvalis_1_2,4
79a1d0dad,31,arvalis_1,arvalis_1_2,0
79adcb57c,16,arvalis_2,arvalis_2_1,4
79b825776,20,rres_1,rres_1_1,0
79c8a1627,1,arvalis_3,arvalis_3_0,0
79ce67248,15,arvalis_2,arvalis_2_1,2
79d5a9b6b,65,ethz_1,ethz_1_4,2
79eca0678,46,arvalis_1,arvalis_1_3,0
7a0fe3392,81,arvalis_1,arvalis_1_5,3
7a77062fb,35,arvalis_1,arvalis_1_2,2
7a9d1d1f2,19,arvalis_2,arvalis_2_1,4
7a9d28a53,47,arvalis_1,arvalis_1_3,3
7aa682e0f,17,arvalis_2,arvalis_2_1,3
7ab4f3778,72,ethz_1,ethz_1_4,1
7ad46c7f4,59,rres_1,rres_1_3,1
7aef54163,31,arvalis_1,arvalis_1_2,0
7afe5795e,52,arvalis_3,arvalis_3_3,3
7b0840687,63,ethz_1,ethz_1_4,4
7b138337f,78,arvalis_1,arvalis_1_5,4
7b3a5ad53,18,arvalis_3,arvalis_3_1,4
7b44cb250,41,arvalis_1,arvalis_1_2,3
7b72ea0fb,41,usask_1,usask_1_2,1
7b7a3b322,29,arvalis_1,arvalis_1_1,4
7b7b3c08f,30,arvalis_3,arvalis_3_2,4
7b89e388a,67,ethz_1,ethz_1_4,2
7b9dfab15,64,arvalis_1,arvalis_1_4,4
7ba4db1d7,74,ethz_1,ethz_1_4,2
7bb11e582,18,arvalis_3,arvalis_3_1,1
7bca11467,75,ethz_1,ethz_1_5,1
7be932521,52,arvalis_1,arvalis_1_3,3
7bf6e7991,32,rres_1,rres_1_2,4
7c23b7b20,27,arvalis_2,arvalis_2_1,4
7c2780e55,42,arvalis_3,arvalis_3_2,0
7c3570738,83,ethz_1,ethz_1_5,4
7c3c4d604,48,ethz_1,ethz_1_3,2
7c4a4a55c,42,arvalis_1,arvalis_1_2,1
7c5221c68,52,arvalis_1,arvalis_1_3,3
7c598ce6b,62,rres_1,rres_1_4,0
7c659d49a,52,rres_1,rres_1_3,2
7c6e9829c,61,arvalis_3,arvalis_3_4,1
7c79cea8f,20,arvalis_1,arvalis_1_1,1
7c7d269c8,73,ethz_1,ethz_1_4,1
7c9096e13,42,arvalis_1,arvalis_1_2,1
7c91c33f0,52,arvalis_1,arvalis_1_3,1
7cb03cdc1,39,arvalis_1,arvalis_1_2,2
7cb9748c4,32,arvalis_1,arvalis_1_2,4
7cca42bf6,45,rres_1,rres_1_3,2
7ccd0f00c,32,arvalis_1,arvalis_1_2,2
7d0d1f2f4,46,arvalis_3,arvalis_3_3,1
7d574da3d,23,inrae_1,inrae_1_1,0
7d5af5b74,53,rres_1,rres_1_3,1
7d6074b93,49,arvalis_1,arvalis_1_3,3
7d6cc4b2a,15,usask_1,usask_1_1,2
7d827f03c,58,ethz_1,ethz_1_3,0
7dac36eaa,61,rres_1,rres_1_4,4
7de1fc333,24,inrae_1,inrae_1_1,1
7de5ba231,53,ethz_1,ethz_1_3,0
7df975b07,72,ethz_1,ethz_1_4,3
7e011d07b,54,arvalis_1,arvalis_1_3,3
7e0523b81,55,arvalis_3,arvalis_3_3,1
7e18f16b8,30,rres_1,rres_1_2,3
7e1a10f51,30,inrae_1,inrae_1_2,0
7e416089d,55,ethz_1,ethz_1_3,2
